title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"American Monster",tv,"Crime, Documentary, Drama",2016,tt5784958,7.4,1001,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Wild Hawaii",tv,Documentary,2014,tt4380034,7,218,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
,tv,,2017,,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
Warrior,tv,"Action, Crime, Drama",2019,tt5743796,8.4,47965,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Odd Squad",tv,"Action, Adventure, Comedy",2014,tt3900614,7.3,1512,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Liar,tv,"Crime, Drama, Thriller",2017,tt6021284,7.1,11568,NL
,tv,Reality,2014,,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Un gallo para Esculapio",tv,"Crime, Drama, Mystery",2017,tt7077616,8.2,864,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Mashkiny strashilki",tv,"Animation, Family",2014,tt4570676,6.1,76,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK"
"Hey Duggee",tv,"Animation, Comedy, Family",2014,tt4291050,8.8,1514,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Haunted Towns",tv,Reality-TV,2017,tt7260852,5.4,256,"AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, PA, PE, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Island Life",tv,Reality-TV,2015,tt5097258,7.3,66,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HU, JM, LC, MX, NI, PA, PE, PY, SK, SV, TC, TT, US, UY, VE"
"Grizzy and the Lemmings",tv,"Adventure, Animation, Comedy",2016,tt6717058,7.2,1044,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"Rosario Tijeras",tv,"Action, Crime, Drama",2016,tt6340304,6.2,517,"AR, BO, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
"Harley Quinn",tv,"Action, Adventure, Animation",2019,tt7658402,8.4,39289,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Jellies!",tv,"Animation, Comedy",2017,tt6898698,6.3,340,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, GY, HN, JM, LC, MX, NI, NO, PA, PE, PY, SE, SV, TC, TT, UY, VE"
"Deadline: Crime with Tamron Hall",tv,"Crime, Documentary",2013,tt2632366,7.4,263,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PT, PY, RO, SE, SK, SV, TC, TT, US, UY, VE"
"Home Alone",tv,Crime,2017,tt7444776,6.8,108,"AD, BE, BG, CZ, ES, FR, HU, MC, MD, NL, NO, PT, RO, SK"
"Halloween Baking Championship",tv,"Family, Reality-TV",2015,tt5227038,7.6,511,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"I'm Not a Robot",tv,"Comedy, Romance, Sci-Fi",2017,tt7521778,8,8101,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Unikitty!,tv,"Action, Animation, Comedy",2017,tt6874502,5.5,1624,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"Finding Escobar's Millions",tv,Documentary,2017,tt7296380,3.9,392,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Building Alaska",tv,Documentary,2012,tt2550284,6,129,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PT, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Wacky Races",tv,"Animation, Family, Fantasy",2017,tt5520388,5,259,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"90 Day Fiancé: What Now?",tv,Reality-TV,2017,tt8718438,5.5,223,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
Unexpected,tv,Reality-TV,2017,tt7789780,5,278,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Heroic Quest of the Valiant Prince Ivandoe",tv,"Action, Adventure, Animation",2017,tt8649544,7.3,259,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"Christmas Cookie Challenge",tv,"Game-Show, Reality-TV",2017,tt7674544,6.9,179,"AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, PA, PE, PY, RO, SV, TC, TT, US, UY, VE"
"Property Brothers at Home",tv,"Documentary, Reality-TV",2014,tt4210920,6.8,304,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
Mosaic,tv,"Crime, Drama, Mystery",2018,tt5056958,6.4,3848,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Texas Metal",tv,Reality-TV,2017,tt7614908,7.1,257,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
"2 Dope Queens",tv,"Comedy, Talk-Show",2018,tt7246394,5.9,697,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Street Outlaws: Memphis",tv,Reality-TV,2018,tt9177338,6.1,140,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, JM, LC, MD, MX, NI, NL, NO, PA, PE, PT, PY, RO, SV, TC, TT, US, UY, VE"
"Mayans M.C.",tv,"Crime, Drama, Thriller",2018,tt5715524,7.5,25534,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK"
"Family by the Ton",tv,Reality-TV,2018,tt7826126,6.6,114,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, HR, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PY, RO, RS, SI, SV, TC, TT, UY, VE"
"Love After Lockup",tv,"Reality-TV, Romance",2018,tt7721986,6.8,788,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, NL, PA, PE, PY, SV, TC, TT, UY, VE"
Succession,tv,"Comedy, Drama",2018,tt7660850,8.8,298279,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Seeking Sister Wife",tv,Reality-TV,2018,tt7988900,4.1,296,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Earth to Luna!",tv,"Animation, Family, Musical",2014,tt6428704,7.7,151,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
"People Magazine Investigates",tv,"Crime, Documentary",2016,tt5594440,7.6,1069,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Gold Rush: White Water",tv,Reality-TV,2018,tt7749176,6.6,1002,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Beachfront Bargain Hunt",tv,"Documentary, Family",2013,tt3672590,6.6,121,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Ed Stafford: Into the Unknown",tv,"Adventure, Documentary",2015,tt5141658,8,291,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"The Little Drummer Girl",tv,"Drama, Thriller",2018,tt7598448,7.4,15800,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK"
"Dorothy and the Wizard of Oz",tv,"Adventure, Animation, Family",2017,tt7050978,5.9,158,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"H2O: Mermaid Adventures",tv,"Adventure, Animation, Comedy",2015,tt4610750,5.3,290,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
,tv,Reality,2017,,,,SE
"A Discovery of Witches",tv,"Drama, Fantasy, Romance",2018,tt2177461,7.8,66318,"BA, BE, BG, CZ, DK, FI, FR, HR, HU, MC, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK"
"State of Play",tv,Documentary,2013,tt3378080,7,74,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Zen Diaries of Garry Shandling",tv,"Biography, Comedy, Documentary",2018,tt7860890,8.4,2231,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
Woman,tv,Drama,2017,tt7661932,6.7,1783,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
"My Lottery Dream Home",tv,Reality-TV,2015,tt4508624,6.7,760,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Log Cabin Living",tv,Reality-TV,2014,tt3776412,6.9,49,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Mary & Mike",tv,"Drama, Thriller",2018,tt7969272,7.4,138,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Megalo Box",tv,"Action, Animation, Drama",2018,tt7965802,7.8,4051,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
"Rua Augusta",tv,"Action, Crime, Drama",2018,tt6868820,6.9,220,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"My Brilliant Friend",tv,Drama,2018,tt7278862,8.6,20017,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Terapie,tv,Drama,2011,tt1990040,7.9,175,"CZ, HU, MD, PL, RO, SK"
You,tv,"Crime, Drama, Romance",2018,tt7335184,7.7,315193,"BA, BG, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Apple & Onion",tv,"Adventure, Animation, Comedy",2016,tt8019790,6.3,2345,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Pool Kings",tv,Reality-TV,2016,tt5797926,7.3,91,"AG, AR, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HU, JM, LC, MX, NI, PA, PE, PY, SK, SV, TC, TT, UY, VE"
"El Maestro",tv,"Drama, Music",2017,tt7328848,8,80,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Ballmastrz 9009",tv,"Action, Animation, Comedy",2018,tt8170404,6.8,796,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
,tv,"Crime, Documentary, Drama, Reality",2018,,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MD, MX, NI, NL, PA, PE, PY, RO, SV, TC, TT, UY, VE"
"Miracle Workers",tv,"Comedy, Drama, Fantasy",2019,tt7529770,7.1,19657,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"Godfather of Harlem",tv,"Crime, Drama",2019,tt8080122,8.1,22416,"AD, ES"
"Being Serena",tv,"Documentary, Sport",2018,tt8210820,6.3,442,US
"Swamp Thing",tv,"Horror, Sci-Fi",2019,tt8362852,7.4,28310,"BA, BG, CZ, HR, HU, MD, ME, MK, NL, PL, RO, RS, SI, SK"
"Engineering Catastrophes",tv,Documentary,2018,tt8566938,6.9,169,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"A Very English Scandal",tv,"Biography, Comedy, Crime",2018,tt6938856,7.7,16979,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, PT, RO, RS, SI, SK"
"Tuca & Bertie",tv,"Animation, Comedy",2019,tt8036272,7.4,8682,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Killer Beside Me",tv,Documentary,2018,tt8337704,7.2,216,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SK, SV, TC, TT, UY, VE"
"Dead of Night",tv,Crime,2018,tt7956684,7.8,112,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SK, SV, TC, TT, UY, VE"
Legacies,tv,"Adventure, Drama, Fantasy",2018,tt8103070,7.2,38796,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Doom Patrol",tv,"Action, Adventure, Comedy",2019,tt8416494,7.7,60999,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Pennyworth,tv,"Action, Crime, Drama",2019,tt8425532,7.8,18551,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, NL, PA, PE, PY, SV, TC, TT, US, UY, VE"
Charmed,tv,"Drama, Fantasy, Mystery",2018,tt6394324,4.8,18297,"AD, ES, PT"
"City on a Hill",tv,"Crime, Drama, Thriller",2019,tt7187044,7.6,15946,"BA, BG, CZ, DK, FI, HR, HU, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK"
Hunters,tv,"Crime, Drama, Mystery",2020,tt7456722,7.2,53605,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Mexicanicos,tv,Reality-TV,2014,tt6786626,8.6,32,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Wild Frank: Discovery Max",tv,"Adventure, Documentary",2014,tt3733108,7.5,134,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Ed Stafford: Left For Dead",tv,Reality-TV,2017,tt7613210,8.1,243,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PT, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Pretty Little Liars: The Perfectionists",tv,"Crime, Drama, Mystery",2019,tt7413448,6.8,6737,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, NL, PA, PE, PY, SV, TC, TT, UY, VE"
"Joe Pera Talks with You",tv,"Comedy, Short",2018,tt8199790,8.9,3775,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Dead North",tv,"Crime, Documentary",2018,tt8465938,7.4,319,"AG, AR, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HU, JM, LC, MD, MX, NI, NL, PA, PE, PT, PY, RO, SK, SV, TC, TT, UY, VE"
,tv,"Drama, Talk",2018,,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Mind of a Murderer",tv,Crime,2015,tt4374302,6.1,181,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Extinct or Alive",tv,"Adventure, Documentary, Mystery",2018,tt8537104,7.6,407,"AD, AG, AR, BA, BB, BE, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Kindergarten,tv,Reality-TV,2001,tt0787383,8.9,102,"AG, BB, BS, HN, NI, TT, US"
"Wellington Paranormal",tv,"Comedy, Crime, Fantasy",2018,tt6109562,7.6,8332,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK, US"
,tv,,2018,,,,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Girl Meets Farm",tv,Documentary,2018,tt8510610,6.5,251,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
Stargirl,tv,"Action, Adventure, Crime",2020,tt8722888,7.1,21117,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Dr. Pimple Popper",tv,Reality-TV,2018,tt6045142,6.7,1332,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Shop",tv,Talk-Show,2018,tt8755712,6.8,1144,"AD, AG, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
Outback,tv,Documentary,2018,tt8668706,7,32,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
,tv,Reality,2016,,,,PL
"Talking Tom and Friends",tv,"Adventure, Animation, Comedy",2014,tt4648640,6,672,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Say Yes to the Dress UK",tv,Reality-TV,2016,tt6550346,5.3,90,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Ik weet wie je bent",tv,"Crime, Drama, Mystery",2018,tt8242562,7.2,641,NL
